0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5405836765131423,0.4322254891839791,0.5396068794516161,0.47771738509046685,0.5057798518975479,0.5302339624972202,0.4882470804014722,0.4111942102618851,0.49102324648149703,0.511058393834642,0.536413109384863,0.5304088298879085,0.5702186916848254,0.5190996062186896,0.5567796893775124,0.5662082154915503,0.4403290064535766,0.5034180243398065,0.4263915692914877,0.5297210547259494
0.5293594287085587,0.39578945578821195,0.49218003855012854,0.3907981585863294,0.5299233661023738,0.5061800613525163,0.4910531021001076,0.5219214686474701,0.44423816430957397,0.5316803931525882,0.47210366635025985,0.5180415887916024,0.5669108213698689,0.5040104973343666,0.5290080276715383,0.5622629637286584,0.45529487947578784,0.5046290728610402,0.387497927324714,0.535113749384373
0.48426589677556464,0.3703322572752662,0.5011945254704331,0.4410283808081324,0.597092351862349,0.5189905375311415,0.49477371640047546,0.5219147712800731,0.4514034843445671,0.5808319898293284,0.4789232103717744,0.5028992895534683,0.509162719446612,0.46552312113036687,0.47421210998639096,0.5650663520943718,0.5324481617350407,0.4797832746587044,0.40555004015160134,0.5311029559618513
0.5010784364770773,0.32176742474440057,0.5307020090668864,0.5253979708365171,0.6133536419966319,0.4775999201827017,0.49940364400930304,0.5506968776203991,0.538746478221097,0.6598684271836619,0.39169762249637063,0.5600395605428949,0.5623089067679077,0.4556965248486979,0.46262475131928016,0.5615271537823169,0.5565453010611882,0.5062943405961975,0.5228097024939327,0.5012999220910705
0.5009704444123428,0.267420251564631,0.49945805663368836,0.4631948125854128,0.5211028828550925,0.5344066813519902,0.5651223134551517,0.5959973534332728,0.5469959153265148,0.68877179757014,0.35733428190783284,0.5447936133637636,0.5729644898535832,0.4496907448284482,0.335480514889581,0.5859406661767499,0.5123463452612846,0.5605399900790297,0.5246684805544154,0.5694908393558697
0.4489058131405204,0.2453883345498035,0.44473293117721585,0.5820274702690846,0.5701214204170507,0.5885416448709009,0.560418573333153,0.6802263200379963,0.5543144028482899,0.6202470534139115,0.3128661335323682,0.5720706955019915,0.6162605064510187,0.4212815887578558,0.3135618702616504,0.6124278781691753,0.4661044487306074,0.49599378847966635,0.44963709852927236,0.5315759851895858
0.586626176187967,0.21846360239725585,0.5225376800832973,0.5787424026390853,0.557351773045161,0.6123123117635332,0.594591583217303,0.6411625679797971,0.5213222297653998,0.6424562208844926,0.2936211823334933,0.6185989262886507,0.6471052946874153,0.38866824894884133,0.29093212085752007,0.6792084433711555,0.43440221266106926,0.46388920921152027,0.5233692304187892,0.5574580170942498
0.6636564358641683,0.23098417180611833,0.5815193963102394,0.5951601271092072,0.594195071968574,0.5718025532111088,0.6043082820805861,0.6406506881803455,0.5858182109746397,0.5655737483444196,0.30787784231954685,0.6054012119561526,0.6424046060144346,0.43547116411509396,0.32729562790061867,0.6655727195149607,0.49146067154564355,0.5374509363331087,0.5708409422152902,0.549882592636265
0.6736015493828414,0.2819566868833352,0.6549797610695146,0.636509122927625,0.6012306025253462,0.5579941443756252,0.5975324721687167,0.6397843487593258,0.6341929714951715,0.48512907492502644,0.26604840653954837,0.7182621123493336,0.5838660665873372,0.32019879740205365,0.27189139543110524,0.6771278437174328,0.4827617872503915,0.575036098635789,0.5289903845907118,0.4847243775170501
0.5225249417270231,0.33246401002567755,0.7181868855820672,0.5407697493436969,0.5851781386625431,0.6120451322279636,0.634953008393037,0.6908061835169316,0.6723168189552075,0.4196914507610282,0.2965948017924626,0.7224046339877062,0.5495848477283253,0.3437498458096274,0.2185016913702562,0.7439458346004646,0.6345668646649053,0.6375843478623182,0.5842837614523975,0.46113299969232846
0.47369885945706974,0.41772573230878,0.648724189060995,0.5321034934585269,0.5414945825602282,0.6752997309308095,0.6048564971242586,0.7861275343670082,0.6514250645561229,0.3990450139986964,0.25672948918110294,0.7626566984638401,0.6224127272849944,0.30752586038242824,0.2834195412443081,0.7927576095324168,0.5606899894807355,0.609343565190647,0.5787561930310638,0.4442968665869159
0.46241476157198386,0.45608397296641595,0.7560842066623783,0.5105322362348554,0.5383852867456701,0.6317075202048195,0.5969733887115749,0.8250748518922936,0.6555223542484333,0.45264600696479734,0.2627578756693131,0.8050433024839458,0.666938629174779,0.3052791336224817,0.26745040791192576,0.7895196494486177,0.5684198636276531,0.683569648794391,0.5064621580859936,0.43408139597395545
0.41563986779688156,0.508600862518335,0.6788025693421487,0.5796330618350327,0.45603499995752833,0.7066626106657281,0.5937050104328874,0.8473152532511029,0.6484980083769759,0.44921879942792464,0.26493201481089695,0.8290885665100107,0.6592836326530842,0.27002585094491,0.2344466664661871,0.7277548708413597,0.5935213978596798,0.614871049456296,0.5480344954248701,0.42290755372107003
0.3993238488464029,0.5503173290831825,0.7523378398586126,0.5915893692739606,0.46822752387260486,0.6856320309040899,0.7045024152829044,0.9190290565914837,0.690764811731077,0.5083154031174516,0.25177423997824133,0.8846499183944502,0.6412103315706384,0.23569144963127248,0.23527070645671078,0.7643609268727898,0.6049410757115318,0.6253953334983415,0.5849403241198042,0.48687153638758845
0.3528557790792236,0.6060905746672947,0.8182196022440489,0.5718770841908222,0.4953176774858183,0.6463419293666215,0.6101905641907054,0.8802117609768099,0.7528520592625498,0.45193067980772866,0.21710407385617903,0.9240843236364935,0.635899401836587,0.25410575559877746,0.2654292180896175,0.6673182633814958,0.6258419772245709,0.6616694528734917,0.5608183678291732,0.45291457852204603
0.3317670688639801,0.6424598647951415,0.839687114001812,0.5793577001656928,0.4697067950525258,0.7597565973177514,0.6528852484763306,0.894916263376198,0.774330621433083,0.4378139438036594,0.20295472351565322,0.8847237046114316,0.6010660830460042,0.32700037684176697,0.23597091506585985,0.6920210892919896,0.6051353600789783,0.6760119106623367,0.6371581502192678,0.3797509733481617
0.3156291904819991,0.7005925928513489,0.9453828011611198,0.49353288949466323,0.5041168593647686,0.756134037743722,0.7067956793777881,0.9875938851616477,0.7269990856617847,0.4679105370939073,0.2252556164023195,0.9589348603764877,0.5977026383571359,0.3219556468523914,0.2238476201941732,0.7465523422217453,0.675488215212711,0.7082558421183199,0.6439234563259014,0.3443703870575643
